gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,brown,brown,dark,medium,long,oval,medium,low,large,wide,medium,flat,medium,close,small,round,thin,flat,full,medium,deep,wavy,medium,straight,some,tans_gradually,large,free,0.8293077842627948,SYNTH_006485
female,blue,brown,light,wide,long,oval,prominent,high,large,narrow,medium,flat,narrow,wide,medium,almond,medium,high,very_full,wide,medium,straight,medium,widow_peak,some,tans_gradually,small,attached,0.8500260514373666,SYNTH_006486
male,blue,brown,very_light,narrow,short,square,receding,medium,medium,medium,narrow,high,wide,wide,small,round,medium,flat,full,wide,medium,curly,medium,widow_peak,none,burns_easily,small,free,0.8521960981347153,SYNTH_006487
female,blue,brown,light,wide,long,square,medium,high,medium,narrow,medium,flat,narrow,close,large,almond,medium,slight,very_full,narrow,shallow,wavy,medium,rounded,some,tans_gradually,medium,free,0.8058671343584447,SYNTH_006488
female,blue,brown,very_light,medium,medium,square,medium,medium,large,medium,medium,flat,medium,normal,small,round,thick,high,full,medium,deep,wavy,fine,rounded,some,never_burns,large,free,0.8553626796939999,SYNTH_006489
female,blue,blonde,very_light,medium,medium,square,medium,high,large,medium,narrow,medium,wide,normal,medium,almond,medium,slight,very_full,medium,deep,wavy,thick,rounded,some,tans_gradually,large,attached,0.8930771804308104,SYNTH_006490
male,blue,brown,dark,narrow,long,oval,medium,low,small,narrow,wide,medium,narrow,wide,large,round,medium,high,full,medium,deep,straight,medium,widow_peak,some,burns_easily,large,free,0.8204064592022192,SYNTH_006491
male,blue,black,very_light,wide,short,oval,receding,medium,medium,wide,medium,medium,medium,normal,large,almond,thick,high,very_full,narrow,medium,curly,fine,widow_peak,some,never_burns,large,attached,0.8164642039965596,SYNTH_006492
male,green,brown,very_light,medium,long,square,medium,low,medium,medium,wide,medium,medium,normal,medium,round,medium,slight,full,narrow,deep,wavy,thick,rounded,some,never_burns,medium,attached,0.8715462133494921,SYNTH_006493
male,green,brown,very_light,wide,medium,square,receding,high,medium,wide,medium,flat,wide,wide,large,round,medium,high,thin,wide,medium,wavy,thick,rounded,extensive,never_burns,medium,free,0.8097348513409157,SYNTH_006494
female,blue,brown,light,wide,long,oval,receding,high,large,medium,wide,high,wide,wide,small,almond,thick,slight,very_full,narrow,medium,straight,medium,widow_peak,some,never_burns,small,attached,0.8614589568367456,SYNTH_006495
female,green,brown,light,medium,long,square,prominent,medium,large,medium,medium,medium,narrow,close,medium,round,medium,high,very_full,wide,deep,wavy,medium,rounded,extensive,tans_gradually,medium,free,0.8399520764921974,SYNTH_006496
female,blue,brown,very_light,medium,medium,oval,receding,medium,large,medium,wide,high,wide,close,large,round,medium,slight,full,medium,deep,curly,medium,rounded,some,never_burns,small,attached,0.880599953205648,SYNTH_006497
male,green,brown,very_light,medium,long,oval,receding,medium,medium,medium,medium,medium,medium,normal,medium,round,thick,slight,very_full,medium,medium,curly,medium,widow_peak,extensive,tans_gradually,small,attached,0.8314861419446652,SYNTH_006498
male,green,brown,very_light,medium,short,oval,medium,medium,small,narrow,medium,flat,wide,close,large,almond,thick,high,full,narrow,deep,wavy,medium,widow_peak,some,never_burns,medium,attached,0.8532217888251415,SYNTH_006499
male,green,brown,very_light,medium,medium,square,prominent,medium,medium,medium,medium,high,medium,normal,medium,hooded,thick,slight,full,medium,medium,straight,medium,rounded,none,tans_gradually,large,attached,0.8717166949078697,SYNTH_006500
female,blue,brown,light,narrow,long,square,medium,medium,medium,medium,medium,flat,medium,wide,medium,round,thick,slight,very_full,medium,deep,straight,medium,rounded,none,never_burns,medium,free,0.8429942669188325,SYNTH_006501
male,green,brown,very_light,medium,short,square,prominent,high,small,medium,medium,high,narrow,normal,medium,hooded,medium,slight,thin,wide,deep,straight,thick,rounded,extensive,never_burns,medium,free,0.8849260494767706,SYNTH_006502
male,green,brown,light,medium,short,square,medium,high,medium,narrow,wide,medium,narrow,normal,large,hooded,thick,high,full,narrow,medium,wavy,fine,widow_peak,extensive,tans_gradually,small,free,0.911553187899792,SYNTH_006503
female,blue,black,light,wide,long,square,medium,low,large,medium,wide,medium,medium,wide,large,round,medium,slight,very_full,medium,deep,curly,medium,widow_peak,extensive,never_burns,small,attached,0.8320760282488375,SYNTH_006504
male,green,brown,very_light,wide,medium,oval,prominent,medium,small,wide,wide,medium,medium,wide,medium,almond,medium,flat,very_full,medium,deep,curly,fine,widow_peak,some,tans_gradually,large,free,0.8301400046192356,SYNTH_006505
male,blue,brown,light,wide,medium,oval,medium,high,medium,medium,medium,medium,wide,normal,large,hooded,thick,high,full,medium,medium,wavy,thick,widow_peak,some,burns_easily,small,free,0.8932828001668135,SYNTH_006506
female,blue,brown,light,narrow,long,oval,medium,high,small,narrow,medium,flat,wide,normal,medium,round,thick,slight,very_full,medium,shallow,wavy,thick,rounded,none,never_burns,large,attached,0.8283528248461074,SYNTH_006507
male,green,brown,very_light,wide,medium,square,prominent,medium,medium,medium,wide,medium,narrow,close,large,round,medium,slight,thin,medium,deep,wavy,medium,straight,none,burns_easily,medium,attached,0.7983357672498558,SYNTH_006508
male,green,brown,very_light,medium,medium,square,medium,high,medium,wide,wide,medium,wide,close,small,round,thick,slight,full,narrow,deep,wavy,medium,rounded,extensive,tans_gradually,small,free,0.8330639812274228,SYNTH_006509
female,blue,brown,very_light,wide,long,oval,medium,low,large,narrow,narrow,medium,medium,normal,medium,almond,thick,flat,very_full,wide,deep,straight,thick,rounded,some,never_burns,small,attached,0.810168628090482,SYNTH_006510
male,blue,brown,very_light,narrow,short,square,medium,high,large,medium,medium,medium,medium,normal,medium,almond,thick,high,full,wide,deep,straight,medium,rounded,extensive,burns_easily,medium,attached,0.81323542858117,SYNTH_006511
female,blue,black,very_light,medium,long,oval,medium,low,medium,narrow,medium,medium,medium,wide,large,round,thick,slight,thin,medium,deep,straight,medium,widow_peak,none,burns_easily,large,attached,0.8389751065456724,SYNTH_006512
female,blue,brown,very_light,medium,long,oval,medium,high,medium,narrow,wide,high,wide,close,medium,hooded,thick,slight,full,medium,deep,wavy,medium,widow_peak,extensive,tans_gradually,medium,attached,0.8601137218233237,SYNTH_006513
male,green,blonde,dark,medium,medium,square,medium,high,medium,wide,medium,medium,medium,normal,large,round,thick,high,very_full,medium,medium,curly,thick,rounded,some,tans_gradually,large,free,0.8695494666528809,SYNTH_006514
female,brown,brown,very_light,medium,long,oval,medium,medium,large,medium,medium,medium,narrow,wide,medium,round,thick,high,very_full,wide,deep,wavy,medium,rounded,some,never_burns,medium,free,0.8315061248378148,SYNTH_006515
male,blue,brown,very_light,wide,medium,square,medium,high,medium,medium,wide,medium,wide,close,large,hooded,thin,high,very_full,wide,deep,straight,medium,rounded,some,never_burns,small,free,0.787982014014308,SYNTH_006516
female,blue,black,very_light,medium,short,square,medium,medium,large,medium,medium,medium,wide,normal,large,almond,thick,high,full,narrow,deep,curly,medium,rounded,extensive,never_burns,medium,free,0.8623238013475906,SYNTH_006517
female,blue,brown,very_light,medium,long,narrow,medium,low,large,medium,wide,high,medium,normal,large,round,thick,slight,very_full,wide,deep,wavy,thick,widow_peak,extensive,tans_gradually,large,free,0.8561670645116967,SYNTH_006518
male,blue,brown,light,wide,long,square,receding,high,large,narrow,wide,medium,narrow,normal,large,round,medium,high,full,medium,deep,wavy,medium,widow_peak,none,tans_gradually,medium,free,0.8837961489323501,SYNTH_006519
male,blue,brown,very_light,wide,long,square,prominent,high,small,medium,wide,high,medium,normal,large,round,medium,slight,full,medium,medium,curly,medium,straight,some,never_burns,medium,free,0.8604837210531775,SYNTH_006520
male,blue,brown,very_light,narrow,long,square,receding,medium,large,narrow,medium,flat,medium,close,large,hooded,thin,flat,very_full,narrow,deep,straight,fine,rounded,some,tans_gradually,large,free,0.8246459540432177,SYNTH_006521
female,blue,brown,very_light,wide,long,oval,medium,high,small,medium,medium,medium,wide,wide,medium,round,thick,high,very_full,wide,medium,wavy,thick,rounded,extensive,never_burns,medium,free,0.8353727164956057,SYNTH_006522
male,green,brown,very_light,medium,medium,square,prominent,medium,large,medium,medium,medium,medium,wide,large,hooded,medium,flat,very_full,narrow,medium,wavy,medium,widow_peak,some,never_burns,medium,attached,0.8174604720641946,SYNTH_006523
female,brown,brown,light,wide,long,square,medium,high,large,wide,medium,medium,medium,normal,small,round,medium,slight,full,medium,deep,wavy,thick,rounded,none,burns_easily,medium,attached,0.9012169719429676,SYNTH_006524
male,brown,black,very_light,wide,medium,square,prominent,medium,medium,medium,wide,medium,medium,wide,large,round,medium,high,very_full,narrow,deep,wavy,medium,rounded,none,burns_easily,medium,free,0.8202763525147354,SYNTH_006525
male,green,auburn,very_light,medium,long,square,medium,high,large,wide,wide,medium,medium,wide,medium,round,thick,high,very_full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,small,attached,0.8496575503601267,SYNTH_006526
male,green,brown,very_light,wide,long,square,receding,low,large,narrow,wide,high,medium,wide,medium,round,medium,flat,very_full,narrow,deep,straight,medium,widow_peak,some,tans_gradually,large,attached,0.8364206092604959,SYNTH_006527
male,blue,black,dark,wide,medium,oval,medium,high,small,medium,medium,high,medium,wide,large,almond,medium,slight,full,wide,deep,curly,thick,rounded,none,never_burns,medium,attached,0.852730220325438,SYNTH_006528
female,brown,brown,very_light,wide,medium,square,medium,low,large,medium,medium,medium,medium,wide,large,round,thick,slight,full,medium,medium,straight,thick,widow_peak,some,never_burns,medium,attached,0.8354440531871815,SYNTH_006529
male,blue,brown,very_light,medium,medium,square,medium,medium,large,wide,medium,medium,wide,normal,small,round,medium,slight,thin,medium,deep,wavy,thick,widow_peak,extensive,never_burns,large,attached,0.8653158412865057,SYNTH_006530
male,blue,brown,very_light,medium,short,square,medium,low,large,narrow,medium,high,medium,close,small,hooded,medium,flat,very_full,narrow,deep,straight,thick,rounded,some,tans_gradually,large,attached,0.8686842082688255,SYNTH_006531
male,green,brown,light,medium,medium,square,medium,medium,large,medium,wide,medium,medium,normal,medium,round,thick,high,full,wide,medium,wavy,fine,rounded,extensive,tans_gradually,medium,free,0.8614678362983553,SYNTH_006532
female,blue,brown,very_light,medium,short,square,medium,high,medium,medium,wide,medium,medium,normal,medium,almond,medium,flat,very_full,medium,deep,wavy,medium,rounded,some,tans_gradually,small,attached,0.9021091320857132,SYNTH_006533
female,blue,brown,light,medium,medium,square,medium,high,large,wide,medium,flat,wide,wide,large,round,thick,slight,full,wide,medium,straight,medium,widow_peak,some,never_burns,medium,free,0.8364594722970171,SYNTH_006534
male,brown,brown,very_light,wide,medium,square,receding,high,small,medium,wide,medium,wide,close,large,hooded,thick,high,very_full,medium,deep,straight,medium,straight,extensive,never_burns,small,attached,0.9171308784891924,SYNTH_006535
female,blue,brown,dark,medium,long,square,medium,high,medium,narrow,medium,high,medium,wide,medium,almond,medium,flat,very_full,medium,deep,wavy,medium,widow_peak,extensive,tans_gradually,small,attached,0.840515809429898,SYNTH_006536
male,brown,brown,light,medium,long,oval,medium,medium,small,narrow,medium,medium,medium,close,medium,round,medium,high,full,medium,deep,wavy,fine,rounded,extensive,tans_gradually,medium,attached,0.9047238735763328,SYNTH_006537
male,blue,brown,very_light,medium,long,square,receding,low,large,wide,narrow,medium,medium,normal,large,round,thick,flat,thin,medium,deep,straight,medium,widow_peak,extensive,never_burns,medium,attached,0.9059166828487673,SYNTH_006538
male,blue,brown,very_light,medium,long,square,prominent,medium,large,medium,medium,medium,narrow,normal,large,almond,thick,slight,full,medium,deep,straight,fine,rounded,extensive,tans_gradually,medium,free,0.8573433298011137,SYNTH_006539
female,blue,brown,very_light,medium,long,square,medium,low,medium,wide,medium,high,medium,normal,medium,almond,thick,high,very_full,medium,deep,wavy,thick,widow_peak,some,tans_gradually,medium,free,0.8463405857464775,SYNTH_006540
male,blue,brown,very_light,narrow,long,square,receding,medium,large,medium,medium,high,wide,wide,medium,almond,medium,high,very_full,medium,deep,curly,thick,rounded,some,never_burns,large,free,0.8143506287596021,SYNTH_006541
male,blue,brown,dark,wide,long,square,medium,low,medium,medium,wide,high,medium,normal,large,round,thick,slight,thin,medium,deep,wavy,fine,widow_peak,some,burns_easily,large,attached,0.8850958955174413,SYNTH_006542
male,blue,brown,light,medium,short,square,medium,low,medium,wide,wide,high,wide,normal,medium,hooded,thin,slight,full,narrow,deep,wavy,thick,widow_peak,some,never_burns,large,free,0.8122253145733981,SYNTH_006543
female,green,black,very_light,wide,short,square,prominent,medium,large,narrow,wide,flat,wide,normal,medium,hooded,medium,flat,very_full,wide,deep,straight,medium,widow_peak,some,burns_easily,medium,attached,0.8332318256267474,SYNTH_006544
female,green,brown,light,medium,medium,square,medium,medium,medium,narrow,medium,medium,wide,normal,medium,almond,thick,high,thin,wide,shallow,curly,thick,rounded,extensive,never_burns,large,attached,0.8638961056747326,SYNTH_006545
female,green,brown,very_light,medium,long,square,receding,high,medium,narrow,wide,flat,medium,close,large,hooded,medium,slight,full,medium,deep,wavy,medium,rounded,some,tans_gradually,medium,free,0.8543927490124953,SYNTH_006546
female,brown,brown,very_light,medium,short,square,medium,medium,small,medium,wide,high,wide,normal,large,hooded,medium,slight,full,wide,deep,wavy,medium,rounded,some,tans_gradually,large,attached,0.8560149472943754,SYNTH_006547
male,blue,brown,very_light,medium,short,square,receding,high,small,wide,wide,high,narrow,close,medium,almond,medium,high,very_full,medium,deep,curly,medium,widow_peak,extensive,never_burns,medium,attached,0.8374389897870732,SYNTH_006548
female,blue,black,very_light,medium,long,oval,prominent,medium,large,medium,medium,medium,medium,wide,large,round,thin,slight,thin,medium,deep,straight,thick,widow_peak,none,never_burns,small,attached,0.8412426802418175,SYNTH_006549
male,green,brown,very_light,narrow,short,square,medium,high,medium,medium,narrow,medium,medium,normal,medium,almond,medium,high,thin,medium,deep,curly,thick,widow_peak,some,burns_easily,medium,free,0.8177216636849326,SYNTH_006550
