sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,blue,black,light,wide,medium,square,receding,medium,large,narrow,medium,high,narrow,wide,medium,round,thick,slight,thin,wide,medium,wavy,medium,rounded,none,never_burns,medium,attached,0.8281320799254981,SYNTH_006277
female,blue,black,light,medium,short,square,prominent,medium,large,medium,medium,high,medium,normal,medium,almond,thick,high,full,wide,shallow,straight,medium,straight,some,never_burns,medium,free,0.8419744080781922,SYNTH_006278
female,blue,brown,very_light,wide,short,oval,receding,low,large,medium,medium,medium,medium,normal,medium,round,thick,slight,full,medium,deep,curly,medium,widow_peak,some,tans_gradually,medium,free,0.8183509425097001,SYNTH_006279
male,blue,brown,very_light,medium,medium,oval,medium,low,large,medium,medium,flat,medium,close,large,round,medium,high,full,medium,medium,curly,fine,straight,extensive,tans_gradually,large,attached,0.8618860363652674,SYNTH_006280
female,blue,black,very_light,wide,medium,square,prominent,high,medium,wide,medium,high,medium,wide,medium,round,thick,slight,full,wide,medium,wavy,medium,straight,extensive,tans_gradually,medium,attached,0.8541247055668355,SYNTH_006281
female,blue,blonde,light,medium,short,square,medium,high,large,wide,medium,high,narrow,normal,medium,round,medium,slight,full,wide,shallow,straight,medium,rounded,extensive,burns_easily,small,free,0.8696063930317599,SYNTH_006282
female,blue,brown,very_light,medium,medium,oval,medium,low,large,narrow,medium,high,medium,normal,medium,almond,thick,slight,full,wide,deep,curly,medium,rounded,none,tans_gradually,small,free,0.8712808864170877,SYNTH_006283
female,blue,blonde,light,wide,medium,square,prominent,low,large,wide,medium,medium,medium,normal,medium,round,thick,high,full,wide,medium,straight,thick,straight,extensive,tans_gradually,medium,attached,0.8982593170008428,SYNTH_006284
male,blue,brown,light,wide,long,oval,prominent,high,medium,wide,wide,medium,medium,normal,large,almond,thick,slight,thin,wide,medium,wavy,medium,rounded,some,never_burns,medium,free,0.8781166010674208,SYNTH_006285
male,green,black,light,wide,long,oval,prominent,low,medium,narrow,wide,medium,narrow,wide,medium,round,thick,slight,full,wide,shallow,wavy,thick,widow_peak,extensive,tans_gradually,large,attached,0.8485728187749635,SYNTH_006286
male,blue,brown,very_light,wide,short,square,medium,low,medium,wide,narrow,high,medium,close,medium,round,thick,slight,very_full,medium,medium,wavy,fine,rounded,none,never_burns,large,free,0.8157886500423172,SYNTH_006287
female,blue,brown,dark,medium,short,square,receding,high,medium,narrow,wide,medium,wide,normal,small,almond,thick,slight,very_full,wide,medium,curly,medium,rounded,extensive,never_burns,medium,free,0.8287528521165894,SYNTH_006288
male,blue,black,dark,wide,long,oval,medium,low,large,medium,wide,medium,wide,wide,medium,hooded,medium,slight,full,medium,medium,straight,thick,rounded,some,never_burns,medium,free,0.8556280476716813,SYNTH_006289
male,brown,brown,light,wide,long,square,receding,low,large,medium,wide,high,wide,wide,large,round,thin,flat,full,wide,deep,wavy,medium,straight,some,never_burns,large,attached,0.8314432161098007,SYNTH_006290
female,green,auburn,light,wide,long,square,medium,high,small,wide,medium,high,narrow,wide,large,hooded,thick,high,full,wide,medium,straight,thick,widow_peak,extensive,tans_gradually,large,attached,0.9063243589066344,SYNTH_006291
male,blue,black,light,medium,long,narrow,prominent,medium,large,narrow,wide,high,narrow,wide,medium,round,thick,slight,thin,wide,medium,wavy,medium,rounded,none,tans_gradually,medium,free,0.8392390481999751,SYNTH_006292
male,blue,brown,very_light,wide,short,oval,prominent,low,medium,medium,narrow,high,narrow,wide,large,round,medium,high,full,wide,medium,wavy,medium,rounded,some,tans_gradually,medium,free,0.8383088459262502,SYNTH_006293
male,blue,brown,very_light,medium,medium,square,medium,high,large,wide,medium,high,medium,wide,medium,round,thick,high,very_full,wide,shallow,straight,fine,rounded,none,never_burns,medium,attached,0.8113733377569197,SYNTH_006294
male,green,brown,dark,medium,medium,square,prominent,high,large,wide,medium,medium,medium,normal,small,hooded,thick,high,full,wide,medium,wavy,medium,straight,some,tans_gradually,large,attached,0.8765704836270596,SYNTH_006295
female,blue,black,very_light,medium,medium,square,medium,high,medium,medium,medium,flat,medium,wide,small,almond,medium,slight,thin,wide,deep,wavy,thick,rounded,extensive,tans_gradually,large,attached,0.8808278803656593,SYNTH_006296
male,green,brown,dark,medium,long,oval,medium,high,medium,medium,narrow,medium,medium,wide,small,almond,medium,slight,very_full,wide,deep,wavy,fine,widow_peak,extensive,never_burns,medium,attached,0.838595058063812,SYNTH_006297
male,blue,brown,very_light,medium,long,oval,receding,medium,large,medium,medium,flat,wide,wide,large,round,thick,slight,full,wide,shallow,wavy,medium,widow_peak,extensive,never_burns,medium,free,0.8700148448453637,SYNTH_006298
female,blue,brown,light,wide,medium,oval,medium,medium,medium,wide,medium,medium,medium,wide,large,round,thick,flat,very_full,medium,deep,wavy,medium,widow_peak,some,never_burns,medium,free,0.8625028203236019,SYNTH_006299
female,blue,brown,very_light,medium,medium,narrow,receding,medium,large,narrow,wide,flat,medium,close,medium,hooded,thick,slight,very_full,wide,deep,curly,fine,rounded,some,burns_easily,large,free,0.8102023775695661,SYNTH_006300
female,blue,brown,very_light,wide,short,square,medium,high,medium,narrow,medium,high,wide,wide,large,round,medium,slight,full,medium,medium,wavy,fine,rounded,extensive,tans_gradually,large,attached,0.8185563741215166,SYNTH_006301
male,blue,black,dark,wide,medium,square,medium,medium,small,wide,medium,medium,narrow,wide,medium,round,thick,high,very_full,narrow,medium,curly,medium,rounded,some,tans_gradually,medium,free,0.8530419044778715,SYNTH_006302
female,blue,black,light,medium,long,oval,medium,medium,medium,narrow,medium,medium,medium,wide,large,almond,thick,flat,very_full,wide,deep,wavy,medium,straight,some,tans_gradually,medium,attached,0.8280930253443505,SYNTH_006303
female,green,brown,very_light,medium,medium,square,receding,low,large,medium,wide,high,medium,wide,large,round,thick,high,full,wide,medium,straight,medium,straight,extensive,tans_gradually,medium,free,0.8473963311569622,SYNTH_006304
female,green,brown,very_light,wide,medium,square,medium,medium,large,medium,wide,medium,narrow,wide,medium,round,thick,high,very_full,wide,medium,wavy,medium,widow_peak,extensive,tans_gradually,large,free,0.8588009426786698,SYNTH_006305
female,blue,brown,very_light,wide,medium,oval,medium,high,large,medium,narrow,high,wide,normal,small,almond,thick,slight,thin,medium,deep,straight,thick,widow_peak,extensive,tans_gradually,medium,free,0.8842289474361459,SYNTH_006306
female,green,brown,very_light,wide,medium,oval,prominent,medium,large,medium,narrow,flat,medium,normal,medium,round,medium,flat,thin,medium,medium,straight,medium,widow_peak,some,never_burns,large,attached,0.8492505248699013,SYNTH_006307
male,blue,brown,light,narrow,short,square,medium,high,medium,medium,narrow,medium,medium,close,large,round,medium,slight,very_full,medium,medium,wavy,fine,rounded,some,tans_gradually,large,free,0.8665464402614657,SYNTH_006308
female,green,brown,very_light,medium,long,square,receding,high,small,medium,medium,medium,narrow,normal,large,round,medium,slight,thin,wide,medium,wavy,medium,rounded,some,tans_gradually,large,attached,0.8481353246914692,SYNTH_006309
female,blue,black,light,medium,medium,square,medium,low,large,narrow,wide,medium,medium,normal,large,almond,thick,slight,full,medium,deep,straight,medium,widow_peak,extensive,never_burns,large,free,0.8419899847608463,SYNTH_006310
female,blue,brown,very_light,medium,short,oval,medium,low,medium,narrow,narrow,medium,narrow,normal,medium,round,medium,flat,full,wide,shallow,straight,thick,rounded,some,never_burns,large,attached,0.8226740328983643,SYNTH_006311
female,green,brown,very_light,wide,medium,square,prominent,high,small,medium,narrow,high,medium,normal,medium,round,thick,slight,full,wide,shallow,straight,medium,rounded,some,tans_gradually,large,free,0.8256200200363889,SYNTH_006312
male,blue,brown,very_light,medium,medium,oval,prominent,low,large,medium,narrow,high,wide,normal,medium,hooded,thick,high,thin,medium,medium,curly,medium,rounded,some,never_burns,large,free,0.8387559042433935,SYNTH_006313
female,blue,brown,very_light,medium,long,square,medium,low,large,medium,medium,medium,wide,wide,large,almond,thick,flat,very_full,wide,deep,curly,medium,rounded,extensive,never_burns,large,free,0.8432566173845603,SYNTH_006314
male,blue,brown,light,wide,long,square,medium,high,medium,medium,narrow,medium,medium,wide,medium,round,thick,flat,full,wide,deep,straight,fine,straight,some,tans_gradually,large,attached,0.8781499366732943,SYNTH_006315
male,blue,brown,very_light,wide,medium,oval,medium,medium,medium,medium,medium,medium,wide,wide,medium,round,thick,flat,full,medium,deep,straight,thick,straight,some,never_burns,small,free,0.8446933669477736,SYNTH_006316
female,green,brown,light,wide,medium,square,medium,medium,medium,medium,wide,medium,medium,wide,large,round,thick,flat,full,wide,shallow,wavy,thick,rounded,some,tans_gradually,small,attached,0.8528047585486265,SYNTH_006317
male,blue,brown,very_light,wide,long,narrow,prominent,medium,small,medium,wide,medium,narrow,normal,medium,round,thick,high,full,medium,medium,curly,thick,straight,some,never_burns,large,attached,0.8514247513446331,SYNTH_006318
male,blue,brown,very_light,wide,short,square,medium,medium,large,wide,wide,medium,narrow,wide,large,almond,thick,high,very_full,medium,medium,wavy,medium,rounded,none,never_burns,small,free,0.8245429714430085,SYNTH_006319
male,green,brown,very_light,wide,long,square,medium,medium,medium,narrow,wide,high,narrow,wide,large,round,thick,high,very_full,medium,medium,wavy,medium,widow_peak,none,tans_gradually,large,attached,0.8506115315310435,SYNTH_006320
male,green,brown,very_light,wide,medium,square,medium,low,large,wide,wide,medium,medium,wide,medium,almond,thick,high,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,medium,free,0.8335267667265696,SYNTH_006321
male,blue,brown,light,narrow,long,oval,medium,high,small,narrow,medium,medium,medium,wide,medium,hooded,thick,flat,full,wide,shallow,wavy,medium,straight,some,burns_easily,large,attached,0.8476287815065087,SYNTH_006322
male,green,black,light,wide,medium,oval,medium,low,medium,narrow,narrow,flat,wide,wide,large,round,medium,high,very_full,medium,deep,straight,medium,rounded,extensive,tans_gradually,large,attached,0.8525998427391254,SYNTH_006323
female,blue,auburn,very_light,wide,medium,oval,medium,medium,medium,medium,narrow,high,narrow,normal,medium,hooded,thick,slight,full,medium,deep,curly,thick,straight,extensive,tans_gradually,medium,free,0.8393827374537347,SYNTH_006324
female,blue,brown,very_light,wide,medium,square,medium,medium,large,wide,narrow,flat,wide,wide,large,round,medium,slight,full,medium,shallow,curly,medium,widow_peak,extensive,never_burns,medium,free,0.8625028203236019,SYNTH_006325
male,green,black,light,medium,long,square,receding,low,small,medium,medium,flat,medium,normal,medium,round,medium,slight,full,wide,medium,straight,fine,rounded,extensive,tans_gradually,medium,attached,0.8586525202203744,SYNTH_006326
female,brown,brown,very_light,wide,medium,square,medium,high,medium,narrow,medium,medium,medium,normal,large,hooded,thick,slight,full,wide,shallow,wavy,medium,rounded,extensive,tans_gradually,medium,attached,0.8483520813793216,SYNTH_006327
female,green,brown,light,wide,short,oval,receding,medium,small,wide,wide,medium,medium,wide,medium,almond,thick,slight,thin,wide,shallow,wavy,medium,rounded,extensive,burns_easily,medium,free,0.8421572647876111,SYNTH_006328
male,blue,brown,very_light,narrow,long,oval,medium,medium,small,wide,narrow,medium,wide,wide,medium,hooded,medium,high,very_full,medium,shallow,curly,thick,widow_peak,some,never_burns,medium,free,0.8838814786429726,SYNTH_006329
male,blue,brown,very_light,medium,medium,square,medium,high,large,narrow,medium,high,medium,wide,large,round,thick,slight,thin,wide,shallow,straight,fine,straight,none,tans_gradually,large,attached,0.8282720443203619,SYNTH_006330
female,blue,blonde,light,wide,long,square,prominent,high,small,wide,medium,high,medium,wide,medium,almond,thick,slight,full,wide,deep,straight,fine,straight,some,burns_easily,large,attached,0.8456229638036615,SYNTH_006331
female,blue,brown,very_light,medium,long,square,medium,high,large,wide,medium,flat,narrow,wide,medium,hooded,thick,slight,full,wide,medium,wavy,thick,rounded,none,never_burns,large,free,0.858153539627717,SYNTH_006332
female,green,brown,very_light,wide,short,square,medium,low,large,medium,wide,high,wide,wide,small,round,thick,slight,full,wide,medium,wavy,thick,rounded,none,never_burns,medium,attached,0.8236777130589532,SYNTH_006333
male,blue,brown,very_light,medium,medium,square,prominent,high,large,medium,narrow,high,wide,close,medium,almond,thick,flat,thin,wide,medium,straight,medium,widow_peak,none,tans_gradually,large,attached,0.8159904354653523,SYNTH_006334
female,blue,brown,light,medium,medium,square,prominent,medium,medium,narrow,medium,medium,wide,wide,medium,round,thick,slight,full,wide,shallow,wavy,fine,rounded,extensive,tans_gradually,medium,attached,0.8942049774047801,SYNTH_006335
female,green,brown,light,medium,long,oval,receding,high,small,medium,medium,medium,narrow,normal,medium,almond,thick,slight,full,wide,deep,wavy,thick,widow_peak,extensive,tans_gradually,small,attached,0.883104446397926,SYNTH_006336
female,blue,brown,light,wide,medium,oval,prominent,medium,small,wide,medium,high,medium,wide,medium,round,medium,flat,very_full,medium,medium,wavy,medium,rounded,none,burns_easily,medium,attached,0.8530143254721094,SYNTH_006337
female,blue,brown,light,wide,long,oval,prominent,high,medium,wide,narrow,high,wide,normal,large,hooded,thick,slight,full,wide,medium,curly,medium,rounded,extensive,never_burns,medium,attached,0.846938215242172,SYNTH_006338
female,blue,brown,very_light,narrow,medium,square,prominent,low,medium,wide,medium,flat,narrow,wide,small,almond,thick,slight,full,wide,deep,wavy,thick,straight,extensive,never_burns,large,free,0.8253226333221404,SYNTH_006339
male,blue,brown,very_light,medium,long,oval,receding,high,medium,wide,medium,medium,wide,wide,medium,almond,thick,high,thin,wide,shallow,straight,fine,rounded,none,burns_easily,medium,attached,0.7960672153079402,SYNTH_006340
female,green,black,very_light,wide,short,square,medium,high,large,wide,medium,flat,narrow,normal,small,almond,thick,slight,full,wide,medium,wavy,thick,rounded,extensive,tans_gradually,large,attached,0.897745173598742,SYNTH_006341
female,blue,brown,very_light,medium,short,square,receding,medium,medium,narrow,narrow,medium,narrow,wide,large,almond,medium,flat,thin,wide,shallow,wavy,medium,rounded,none,never_burns,large,free,0.8640309154668825,SYNTH_006342
female,blue,brown,very_light,medium,medium,square,prominent,medium,medium,wide,medium,flat,narrow,normal,medium,round,thick,slight,full,wide,deep,wavy,medium,widow_peak,extensive,tans_gradually,large,free,0.8561382062614653,SYNTH_006343
